HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p5_P5_E05	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p5_P5_E03	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p13_P13_D03	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p13_P13_C06	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p13_P13_G04	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p13_P13_B12	HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p13_P13_C09	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p13_P13_A10	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p15_HNSCC5_P15_E07	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p5_P5_E04	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p13_P13_D01	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p5_P5_F11	HNSCC5_p13_P13_E03
SNRPD1	1	1.38516634997122	1.48643531045908	1	1.62024226433706	1.41592949788454	1	1.71465845598411	1	1	1	1.29447506821025	1.27521326717458	1.64172797565388	1.70332666382838	1.32759988680323	1.62709406144525	1	1.4333287094415	1.41572648795467	1.39622187128303	1.44273172093794	1.34030522393768	1.25911393843882	1	1	1.61610705907529	1	1.49478783537469	1.3735874079183	1.45323506696371	1.93097388927072	1.48409209933768	1.24438544719574	1.79911597427259	2	1.3432593309272	1.52114619757193	1.48995263996295	1.63601984055449	1.60835506712863	1.45791918810194	1	1	1.66337872033253	1.45673427356783	1	1	1.53173324682203	1.59160650352617
RIOK3	1	1.41058331024105	1.5005450881747	1.2382458817637	1.62639881866235	1.42049990612316	1	1.72840646690026	1	1	1	1.30409297192064	1.284011577309	1.64948759445088	1.71762698882044	1.34139780667835	1.61749026025161	1	1.43840602789302	1.42557122771576	1.40659697764426	1.45638421448776	1.3498711586443	1.26511081316678	1	1	1.62695500005187	1	1.5063770608546	1.38403906061382	1.45978773777823	1.9361141330778	1.49220239121545	1.26226957545675	1.80913681090256	2	1.35307519529199	1.53420236696525	1.50069748249168	1.64964616079014	1.61461076418367	1.46210671001505	1	1	1.67341120183791	1.46010152841003	1	1	1.53569235162235	1.59949638765497
TTC39C	1	1.438525456622	1.51362736650559	1.25220932341033	1.63172534945545	1.42476291267587	1	1.74091924445833	1	1	1	1.31261983914337	1.29149019780859	1.65480298582442	1.73039017411848	1.3538755128888	1.61164544654717	1	1.44109162566038	1.43550875764805	1.41738090837892	1.4721626250581	1.36158492116271	1.27056194396175	1	1	1.63585265568603	1	1.51656240182954	1.39560141522984	1.46410690724717	1.94397502555236	1.49946892470574	1.28323218771279	1.82169619183678	2	1.3625177782192	1.54760212085734	1.51118444981606	1.66713374825902	1.62051451544098	1.46594596760423	1	1	1.68165952314875	1.46245349222766	1	1	1.53832796567188	1.60562135221437
SS18	1	1.46534207110497	1.52702562578913	1.26767922574809	1.63736898632855	1.42930139415164	1	1.75291285129747	1	1	1	1.32126354831655	1.30236952833983	1.66289940264098	1.74359289066894	1.36922542586553	1.60880882774521	1	1.44130198304938	1.44816875148717	1.4282812838642	1.48592255001247	1.37118701950948	1.27671812373194	1	1	1.64393327915739	1	1.5265578041396	1.41048863632798	1.46600226004249	1.95443461519311	1.50888525247669	1.30302072084753	1.83152142269377	2	1.37272417284709	1.56272564582373	1.51846476451985	1.68307863195823	1.63062636756588	1.46981189498014	1	1	1.68913123496328	1.4639886868744	1	1	1.54470065102419	1.6099386030513
DSC3	1	1.49575662339422	1.54037762478103	1.28735776626517	1.64312959189401	1.43343882899504	1.23859330616552	1.76468160737029	1.24104024388996	1.25109035681285	1	1.32974095105865	1.31601491175521	1.67482080369871	1.75627088852109	1.3842001135912	1.60696027403901	1	1.44005022029752	1.46335276062395	1.4400295854766	1.50090103085644	1.37942823932484	1.28280276671591	1	1	1.65284706982147	1	1.53611515529009	1.42476735557569	1.47116295994294	1.96859427106797	1.52207592101448	1.32655851951556	1.845157466953	2	1.38344406314653	1.57799364034426	1.52543818129845	1.69856776952831	1.64070598589358	1.47839197866935	1	1.24277419940261	1.69961448500004	1.46543082449769	1	1	1.555822874465	1.61871347481622
DSC2	1	1.52219296307012	1.55119345279752	1.30388491415171	1.64645286755902	1.43470127047026	1.24130869707472	1.77364040175123	1.25834349708771	1.27158790972581	1	1.33563064204559	1.32685351391603	1.68270362317096	1.76584476234206	1.39757555591985	1.601839463661	1	1.43485162665581	1.4758828474717	1.44951478406623	1.51134210000163	1.38386830964951	1.28640624222574	1	1	1.65823951430043	1	1.5427342370985	1.43585605725059	1.47732189773542	1.97824128118778	1.53189226484116	1.34677614626643	1.85453993157579	2	1.39200203322393	1.59075706302314	1.52774627809436	1.71105217891971	1.64821274606886	1.48404700883426	1	1.24697598797218	1.70672629628021	1.46427167515045	1	1	1.56474492813569	1.62413735374748
DSG3	1	1.5448714694274	1.55967666795797	1.3174658441569	1.64753093773793	1.43327086200794	1.24168862436054	1.77999632963333	1.27300574600467	1.28912599002333	1	1.33912104671765	1.3358536562453	1.68674760026656	1.77252179144616	1.40844891253731	1.59362248580414	1	1.42588044904477	1.48596483941721	1.45693693991956	1.51744211542453	1.38469344772602	1.28771095161649	1	1	1.66030656012907	1	1.54661048559293	1.44395445598537	1.47976729435086	1.98358567732585	1.53853412918541	1.36388509249248	1.8598753779898	2	1.39859466476631	1.60122637423249	1.52557675042177	1.72074329535308	1.65362647210798	1.48696888916498	1	1.24669510936064	1.71066715345643	1.46068900311287	1	1	1.57089504103811	1.62640539615423
MAPRE2	1	1.56384622573113	1.56586894638337	1.32814645312339	1.64639005017496	1.42916700085392	1.23975586867623	1.78378642238631	1.28507719354111	1.30375716985879	1	1.3402417573613	1.34228666929786	1.68698017227026	1.7763382547376	1.41663171341712	1.58231672148555	1	1.41314415705247	1.4936426662387	1.46233627009576	1.52304669794531	1.3819254004661	1.286741912759	1	1	1.65907390782225	1	1.54777413989018	1.44909910227417	1.4785235373483	1.98465665167003	1.54203507760539	1.37793631048922	1.86119330378497	2	1.40326045367441	1.6094480316393	1.51894681271336	1.72768353635618	1.65670420573719	1.48718572153542	1	1.241949767227	1.71146677208412	1.45469804740806	1	1	1.57430792222494	1.62554394196769
INO80C	1	1.58646017782361	1.57307786042626	1.34298634592446	1.65002827233536	1.42491875380944	1.23887523633185	1.78772106731004	1.29781090353522	1.3225246135028	1	1.34262829746005	1.35321882143885	1.69083528595686	1.78484745617549	1.42927978571051	1.57520651852329	1	1.403729644521	1.50355872261754	1.47291815743625	1.53160857134978	1.38264196101827	1.29048005534	1	1	1.66194246551638	1	1.55350934687701	1.45847138374859	1.47835480401984	1.98922845746442	1.54967668435424	1.39605453794987	1.86612879877971	2	1.40943547599731	1.62280359366209	1.51507816021707	1.73442077778062	1.6600469375292	1.49190932280115	1	1	1.7165929601434	1.4534550050966	1	1	1.57710955984035	1.62891752429091
SLC39A6	1	1.60592136376787	1.58082004896328	1.35543440414695	1.65191750508061	1.41839660467314	1.24108318859501	1.79500755357501	1.31348581959742	1.33891549316276	1	1.34475730381152	1.36275313439245	1.6967044668644	1.79645140397827	1.43974348446767	1.56539826544473	1	1.39603722581863	1.51155994143981	1.48284141620315	1.53633285935419	1.38529713182548	1.29742916692201	1	1	1.66731092707028	1	1.55783237101909	1.47055597183779	1.48010445063041	1.99561859272062	1.55991045919917	1.41678202654558	1.87303364718187	2	1.41565056833588	1.63458338123539	1.51236518943812	1.73888130468756	1.66161764659222	1.49438836883687	1	1	1.72444391467747	1.45539592880041	1	1	1.58289202466765	1.62961876745622
ELP2	1	1.62760618638652	1.58680571510792	1.36552756168674	1.65208248391777	1.40959872740464	1.24226851541236	1.80027499379489	1.32715428505447	1.35297497338071	1	1.34536644680748	1.37076240577564	1.69927406566042	1.80579110893559	1.44832493054996	1.5581616270567	1	1.38540300041996	1.51768255427761	1.49130574061078	1.5424897249544	1.38996316262771	1.30262466753865	1	1	1.67181825141367	1	1.55994437765065	1.48025801487558	1.47862170902633	1.99826668954086	1.56937641560427	1.43509830783365	1.88088182200808	2	1.42068406768883	1.64470101326932	1.5056083041173	1.74346038676378	1.66133377054771	1.49464171461311	1	1	1.73323078083262	1.45575658372222	1	1	1.58771576156577	1.63211224719703
TPGS2	1	1.65214548986722	1.59152271538896	1.37373452514693	1.65160338620233	1.39895596141772	1.24711264691632	1.8095440657393	1.33929725260978	1.37033652888257	1	1.34621899420312	1.37721587632054	1.70444197838049	1.81890064620548	1.45523986630421	1.55399842922133	1	1.376954274271	1.52290065918331	1.50011207894707	1.54531441969021	1.39326795126645	1.30761890767177	1	1	1.67403389798779	1	1.56031400141608	1.49331306384473	1.47470064398179	1.99765216360609	1.58209119601004	1.45149404464423	1.88978644582611	2	1.42526963561311	1.65366121294041	1.50049471042213	1.75177398683186	1.65967153762931	1.49312834750487	1	1	1.74542281844946	1.45465004747722	1	1	1.59080319653027	1.63783306070773
ATP5A1	1	1.67504004343093	1.59685792351953	1.38095188410552	1.65064659698213	1.38716181705898	1.25134709501959	1.81816841193825	1.35066670157361	1.38668840360746	1	1.3470912242015	1.38285444867063	1.71307253294817	1.83186303803339	1.4612357616209	1.54837099879538	1	1.36625046336856	1.52748583867175	1.50874558854486	1.55086879117306	1.39466740142966	1.31207119834493	1	1	1.67470917975478	1	1.55968461241244	1.50530400750724	1.47397537867239	2	1.59356981125144	1.46673566595481	1.90221111475434	2	1.43012383707706	1.6622544388369	1.49780036039055	1.75920735140415	1.66282679828598	1.49057811192645	1	1	1.7619413608894	1.45745539934499	1	1	1.59290865132872	1.64222683348856
HAUS1	1	1.69808104598021	1.60345963332318	1.38870412352167	1.65095580032002	1.3758402149293	1.25662151682652	1.82796538023382	1.36295814518118	1.40374445373149	1	1.34893201309899	1.38936304024716	1.72152284588264	1.84579518399781	1.46801737835957	1.54296004137284	1	1.35489460094628	1.53316339088472	1.51895193104403	1.5555723132084	1.3958110773512	1.31765007331541	1	1	1.67557598918545	1	1.55976491442689	1.51796230665183	1.47289361919431	2	1.60556146004468	1.48255125006692	1.9144218012893	1.99178550719683	1.43652594070873	1.6722628226234	1.49393516694557	1.76755183506084	1.66719246957753	1.48867407937792	1	1	1.77917460370487	1.46128711433558	1	1	1.59575888413839	1.64703257276605
IER3IP1	0.74249537731441	1.718398593694	1.61398097804808	1.39422803152648	1.65517564327622	1.36745682704045	1.26309912626044	1.84168951020656	1.37344629335422	1.41876927251619	1	1.35426301096812	1.39929659976624	1.7268609196483	1.86346984192524	1.4781700297663	1.54031682904288	1	1.34532095563223	1.54254910061234	1.52886774088321	1.56199081222301	1.39389128244529	1.32344927256752	1	1	1.67371105041408	1	1.55813911922794	1.53391376630678	1.47398084017033	2	1.61521764389669	1.50156185629481	1.92340897813785	1.97601104173749	1.4428200293547	1.68175623408396	1.49140336350324	1.7738859918912	1.67543600726473	1.48457981016528	1	1	1.79421844274364	1.46872223319447	1	1	1.60197324519462	1.65488899482492
C18orf32	0.731488556596057	1.7368619089843	1.62397246887205	1.40015364905106	1.65874038939308	1.35757235491662	1.2692220881931	1.85506252909828	1.38306258891958	1.43800817935684	1	1.35954686983548	1.4082852804568	1.73557347954935	1.88022345527775	1.48726560851069	1.53589635256414	1	1.33594253884438	1.55117588686174	1.5386354495786	1.57108591816826	1.38967397946239	1.3292818654844	1	1	1.67472707880787	1	1.55518593356845	1.54989188388908	1.47273791274604	2	1.62338355666743	1.51935314110031	1.93002963349872	1.958390368155	1.44877372601614	1.69071121986481	1.48565674610172	1.77907974682271	1.68299410453447	1.4845374119221	1	1	1.80796120557958	1.47636779480691	1	1	1.60770951527731	1.66121931839533
RPL17	0.722420998198406	1.7533757579186	1.6333113871903	1.41003937955407	1.66206517466468	1.35142892382506	1.2753311199092	1.8677234427717	1.39706428297317	1.45613872494991	1	1.3651388592492	1.42170414835341	1.7477359582727	1.8966132405185	1.49538142111794	1.52997859377294	1	1.32913245058618	1.56116417702837	1.54855034075969	1.58291117616516	1.38299766520777	1.33584605601043	1	1	1.67946601656222	1	1.55077538432042	1.57026188445203	1.47451006888599	2	1.6355961263411	1.53866495334015	1.94004746630987	1.94464516984822	1.45706655728929	1.70117337488974	1.48200961383324	1.78880654296231	1.69057049831614	1.48308957475448	1	1	1.82036412690468	1.48323233135624	1	1	1.61218992660281	1.66646291307624
TCF4	0.717781085720833	1.77067434764586	1.6447152697331	1.42117276444815	1.66736241901011	1.34625354183373	1.28314881980708	1.88242217309468	1.41278377548129	1.47581314538746	1	1.37240824183775	1.43687296327213	1.76046677930731	1.91487507730474	1.50499396427461	1.52472019004215	1	1.32208586342943	1.5730573508569	1.56080472957637	1.59463034979296	1.37635537220657	1.34422344323732	1	1.23724504089085	1.68505459350385	1	1.54751240239428	1.59230672977769	1.47647895091771	2	1.64905199610401	1.55945494202108	1.95047875502653	1.93454490868195	1.46767196700711	1.71383661699097	1.47758358029362	1.80019898549063	1.70013406554392	1.48282442050116	1	1	1.83415691123084	1.49185720905033	1	1	1.61808195514876	1.67275958534759
TXNL1	0.713386187547642	1.79354637023376	1.65965661981543	1.43367410651472	1.67443880402502	1.34643773993369	1.29396259857241	1.89806917214275	1.42965837367953	1.4967385657917	1	1.38055756380442	1.45486768330795	1.77851659080654	1.93470755435329	1.52019613265658	1.52092945587149	1	1.31912191078382	1.58687770694846	1.57672824262443	1.61083989964745	1.37411687750642	1.35629995600213	1	1.24677671501754	1.69617072975301	1	1.54764346305941	1.61547965361258	1.47746257236913	2	1.66655290020178	1.58265292953357	1.96619149146131	1.92401316144536	1.48103003198699	1.72985535472342	1.47679764090447	1.81519196426788	1.71129848760602	1.48352018650395	1	1	1.8541869081906	1.50649576384238	1.24038987171325	1.25109625825785	1.63004260426101	1.68339966254646
NARS	0.711112022590068	1.81473726917109	1.67421253181177	1.44493359934661	1.68090700685505	1.3451192436024	1.30411823969045	1.9131284757211	1.44582290723708	1.51677337815594	1	1.39056488604871	1.47223572476994	1.79461138712811	1.95381177550105	1.53452873904809	1.51510985695991	1	1.31894848135707	1.60011735802121	1.59260815040915	1.62440776418571	1.37499520664029	1.36783339020459	1	1.25537730123181	1.70799168790229	1	1.54632790755798	1.63786410099207	1.48167955098424	2	1.68282583368876	1.60490745882837	1.97985452229033	1.91547308722101	1.494307740992	1.74560772801528	1.47831436260482	1.82930823922248	1.72203208458102	1.4885440282153	1	1	1.87315126295649	1.52055825371221	1.24803506972055	1.26803631999357	1.64097772665107	1.69850736050317
SEC11C	0.711538615679654	1.83547311335961	1.6889526673997	1.4612854315318	1.68729759313166	1.34272972811793	1.31413576081493	1.92817983755832	1.4618144019344	1.53726748681735	1	1.40036344852926	1.48952502602968	1.80924535680703	1.97909983920147	1.54852131863943	1.50766839912334	1	1.31649995917229	1.61332428036046	1.60903153229744	1.64128677363096	1.37389793408346	1.37934878167137	1	1.2641013700509	1.72480249011594	1	1.54568637214119	1.6600278191905	1.48396764703778	2	1.69923255249354	1.62732252064517	1.99813137640489	1.91165253035487	1.50807273173577	1.7616995240271	1.47691595805703	1.84649002580487	1.73274224525107	1.49866533603472	1	1	1.8916108002977	1.53458895655681	1.25530929697607	1.28377812815478	1.65140642491664	1.71285283255262
LMAN1	0.714063799810371	1.86056020468854	1.70310424894897	1.47632402516188	1.69385593696802	1.34425717367212	1.32355971874955	1.94240900593414	1.47752323693418	1.55728796832784	1	1.40917666991311	1.5059805364537	1.82152852709251	2	1.56447418477603	1.49768215319048	1	1.31667714423716	1.62571677789864	1.62526423789223	1.66141736468721	1.37579408556614	1.39088449618007	1	1.27337552291477	1.739908225684	1	1.54927341814626	1.68120048606413	1.48341781657048	2	1.72035086845647	1.64859628815	2	1.91192211344511	1.52245579073428	1.77734331078932	1.47760328709269	1.86560323458478	1.74268493243664	1.51341294965505	1	1	1.90873590851692	1.55067725713681	1.26143652999989	1.30332428022491	1.66050429836806	1.73181355053104
VPS4B	0.719386155863306	1.89104383083269	1.71730603347933	1.49261057064761	1.70096196636999	1.34455934097098	1.33400408848163	1.95646254293967	1.49651866421259	1.57728098159266	1	1.41907994092801	1.525754164017	1.83843671221906	2	1.58120926245758	1.48872257864752	1	1.31834563222435	1.63965982601385	1.64305542993728	1.68572232365688	1.38146595161077	1.40290144164954	1	1.28281159895102	1.75927366527402	1	1.55252267670026	1.70201374806449	1.48197826027675	2	1.74085699595843	1.66934694396982	2	1.91064814847819	1.53821025862206	1.79580486208378	1.47500508849327	1.88667750176952	1.75241429583359	1.52814337527041	1.24038519861154	1	1.92646044153748	1.56738081368408	1.27285035859427	1.32339005828191	1.66958241952553	1.75010369748977
SERPINB5	0.727242359700903	1.92691996027471	1.73108628642588	1.50774505770749	1.71233572765065	1.34374384101417	1.34421710043026	1.97067386713568	1.51554712099568	1.59738823151094	1	1.42995835744916	1.54748755287491	1.85983293234081	2	1.60347938169578	1.48333610198848	1	1.32303777658329	1.65867056928235	1.66095143201312	1.71408543103938	1.39027978403234	1.4143255915643	1	1.29202483385987	1.77721753133883	1	1.55422870549345	1.72294842212228	1.47752628768219	2	1.76130255693255	1.69174311150639	2	1.90718244483254	1.55468775778019	1.81508908939348	1.46839341296792	1.90714598020715	1.76483295918892	1.54184769384923	1.25163652412478	1	1.94587251609593	1.58404297508322	1.28522920234164	1.34180275671251	1.68383274277879	1.7671432621507
SERPINB13	0.729915976389363	1.95962867858036	1.74226652098207	1.51957085317653	1.72100884304229	1.33896316586467	1.35161868393316	1.98196684809674	1.53190626084719	1.61449634438604	1	1.43796079252731	1.5667430326394	1.87710923046418	2	1.62311249715831	1.47323586122474	1	1.32268932988379	1.67521342391926	1.67685186754762	1.73809073194613	1.39452749092547	1.42306370549	1	1.29813295955774	1.79147985426819	1	1.5520881249393	1.7409091963231	1.47338707214736	2	1.77846681662847	1.71108251711026	2	1.89910739524579	1.5691821907002	1.83214325445357	1.46174561874342	1.92477749248615	1.77448081911243	1.55236365878084	1.25955167763263	1	1.96195419133313	1.59811662009633	1.29479238946386	1.36270745055975	1.69490595126033	1.78068672325329
SERPINB4	0.733053478379003	1.98890146575701	1.75058278753148	1.52776960448107	1.72670290507131	1.335777125339	1.35592287930477	1.99326826153399	1.54534151064765	1.62832349207172	1	1.44457394029302	1.58422911341811	1.88988610798298	2	1.63986353444627	1.46342715434855	1	1.3232299867464	1.6902104203942	1.69055662776038	1.75734938873636	1.40026221888909	1.42884243443894	1	1.3023491879091	1.80232528423656	1.23664931053314	1.55235358146703	1.75561704374112	1.4641210371866	2	1.79231322536645	1.7270822856713	2	1.88595588484213	1.5814918747282	1.84698794858353	1.45494034018666	1.94438656836315	1.7810756099757	1.55937958332281	1.26380461611167	1	1.97539681371741	1.60935250350799	1.30125958853775	1.37984302961328	1.70292045342377	1.7904009779382
SERPINB3	0.736822541112852	2	1.75594792378604	1.53218225778887	1.72931326683614	1.33489190143461	1.35700353745138	2	1.55576886603648	1.63875629348384	1	1.45473059165294	1.59900887393633	1.89794473896863	2	1.65366249779898	1.45511880696944	1	1.32485654903147	1.70251302079711	1.70205139952989	1.77162698784436	1.40775822419141	1.43155280714549	1	1.30965714324809	1.80899496642239	1.24785306807645	1.55535172682386	1.76696612402802	1.45567907898837	2	1.80244978675503	1.7396309105151	2	1.8745943944451	1.59159709897308	1.85936761609147	1.44805792708833	1.96111865665054	1.7845098177943	1.56960267729488	1.26421881252849	1	1.99242456720367	1.617665419408	1.3045090474856	1.39305219183636	1.70732783655958	1.80322622064319
CYB5A	0.741305432437342	2	1.75811899673587	1.53952578995463	1.72857699498061	1.33651827145008	1.35549243024142	2	1.56295295723213	1.6477684555412	1	1.46187737489175	1.61088755947659	1.90088349818738	2	1.66428840439828	1.44841036416755	1	1.32768302560877	1.71192153368638	1.71118085977346	1.78050662760674	1.41031676960765	1.43093300025001	1	1.31358994231361	1.81113508477421	1.25564241875071	1.56135497586936	1.77469062646419	1.44810186193025	2	1.81314993081944	1.74845640546289	2	1.86513164098462	1.59933854634577	1.86910553644536	1.4410686582419	1.97476912682548	1.7845158437274	1.57630250264499	1.26045612824555	1	2	1.62282275399011	1.30426638435152	1.4020163823607	1.70782166167988	1.8121759246746
CNDP2	0.742388959893224	2	1.76716707976379	1.5528784973306	1.73449027144748	1.33651216794674	1.35992421536792	2	1.57667358301838	1.66314283374568	1	1.46843154589745	1.62239220024687	1.90880743481384	2	1.67425924998311	1.44612286704544	1	1.33107446470032	1.72099966747685	1.72088389665002	1.78632241211984	1.41728560716152	1.43651186666752	1	1.31691117594979	1.81876566974012	1.26232471360246	1.56613022263973	1.78886760734552	1.44413555334903	2	1.82264232436033	1.76358860094575	2	1.86058026745271	1.60754685300514	1.87886067832496	1.43662684986468	1.98800965764889	1.79117329832824	1.58191105477952	1.26168000407188	1	2	1.62829098118391	1.30984617826403	1.41616395961558	1.71431418975073	1.81975474588757
