HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p5_P5_E05	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p5_P5_E03	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p13_P13_D03	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p13_P13_C06	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p13_P13_G04	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p13_P13_B12	HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p13_P13_C09	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p13_P13_A10	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p15_HNSCC5_P15_E07	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p5_P5_E04	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p13_P13_D01	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p5_P5_F11	HNSCC5_p13_P13_E03
CCNI	0.426019414081109	1	0.670803575528985	0.297620606054067	1	1	0.6181014572198	0	0.547929415389083	1	1	1	0.548410119022662	1	0.695002907783969	1	1	0.483733372407266	0.743420302577332	0.69745280702676	1	0.686042798175621	0.465518138470925	0.748013599087858	0.7070008151191	0.562875057718344	0.749809188173197	1	0.663214298264896	0.677652007749946	1	0.713328683462787	1	1	0.450081816441708	0.611152925512857	1	1	1	0.574778274489801	0.583471343934976	0.545256723929071	0.743021009704934	1	0.581323066424382	1	0.583107037430667	0.67854374023238	0.55033928061125	0.539853721166914
SEC31A	0.468513491887216	1	0.676603693101877	0.336412915168481	1	1	0.626663019193625	0	0.555174585648603	1	1	1	0.584669530628505	1	0.740664621786111	1	1	0.511984585625538	0.746895831752652	0.724328422264732	1	0.721333032264232	0.523753728012497	1	0.697802900889728	0.590501042852143	1	1	0.693503034077139	0.711364704061929	1	1	1	1	0.465758754715284	0.633347852072425	1	1	1	0.606091789792618	0.637184541089983	0.526022670696906	1	1	0.630156716085237	1	0.59797513284666	0.705719357393718	0.595879174021447	0.574591917608909
MRPS18C	0.499031422412266	1	0.684962298961891	0.363110242521989	1	1	0.63326481645509	0	0.564672659405702	1	1	1	0.602612216921142	1	1	1	1	0.531067491170406	0.744806454573057	0.736507686035209	1	0.749749256056662	0.554661171814342	1	0.690036756919	0.605138955192869	1	1	0.709615591372576	0.730366780365954	1	1	1	1	0.481663606601051	0.646864379402825	1	1	1	0.623403280602881	0.6716875133898	0.51790097901564	1	1	0.660366239206485	1	0.60563495720566	0.731902953798258	0.622475113381974	0.595604055475677
SPARCL1	0.528688170249839	1	0.695379504783824	0.392426859333506	1	1	0.640794093666211	0	0.574184647527405	1	1	1	0.617808519302244	1	1	1	1	0.547750303232826	0.742169556018408	0.74763645908418	1	1	0.589624062688409	1	0.689956288639099	0.621633958054993	1	1	0.723595743686063	0.747883006432825	1	1	1	1	0.501420963188493	0.668364325286144	1	1	1	0.64358939280586	0.700128676157763	0.51358761023774	1	1	0.689199896526807	1	0.613993625228418	1	0.643548126806155	0.621165400256321
SPP1	0.544837669719252	1	0.703848056509305	0.410058173748951	1	1	0.648180198003145	0	0.582425228080981	1	1	1	0.626832355846123	1	1	1	1	0.557346822949788	0.740275820174642	1	1	1	0.608443996935483	1	0.692648354409082	0.633168782264776	1	1	0.732759080165948	1	1	1	1	1	0.513402499801129	0.680154918979576	1	1	1	0.652846151530144	0.716098250856479	0.513564585275974	1	1	0.704893158513216	1	0.621798964896241	1	0.656980814733684	0.637263999361988
PYURF	0.562918320646191	1	0.712995298003251	0.428130380765857	1	1	0.657971984606129	0	0.591239169591081	1	1	1	0.637864367588197	1	1	1	1	0.566920506537573	0.738603155464138	1	1	1	0.627577988673663	1	0.697038600466363	0.645384060885452	1	1	0.742489139102598	1	1	1	1	1	0.525404159930796	0.692304901301011	1	1	1	0.662576383255259	0.732760939423151	0.515636321480989	1	1	0.721004477967427	1	0.631852033997402	1	0.670950884832926	0.653774978562742
PIGY	0.582448490052998	1	0.721680465235005	0.446805361862261	1	1	0.6673921434027	0	0.599308581444741	1	1	1	0.647927103554877	1	1	1	1	0.577261836169864	0.734700823899774	1	1	1	0.646142258644625	1	0.700445912548902	0.655907080458758	1	1	0.750181125173244	1	1	1	1	1	0.536396742738793	0.70506086263778	1	1	1	0.671422511919491	0.748611887922978	0.516542572517065	1	1	0.734943305660702	1	0.641385630623293	1	0.684404922489841	0.669528346462123
PDLIM5	0.60334637576507	1	0.728898521882258	0.466576096351607	1	1	0.675217753901611	0	0.605648347392999	1	1	1	0.656391239486706	1	1	1	1	0.59029141600513	0.72863719619717	1	1	1	0.662716338250107	1	0.703500215618916	0.664786379490982	1	1	1	1	1	1	1	1	0.545130054917182	0.718683397712293	1	1	1	0.678409977072065	1	0.517265767290917	1	1	0.746943481312862	1	0.650759516093204	1	0.696136874105433	0.683375538336124
EIF4E	0.646684910057982	1	0.742143753830034	0.503561052245204	1	1	0.692839249133801	0	0.621922424936742	1	1	1	0.67460121849011	1	1	1	1	0.619596220989395	0.716157805264015	1	1	1	0.696056846642614	1	0.711021961258994	0.681085262776996	1	1	1	1	1	1	1	1	0.559140804119954	0.741797791179798	1	1	1	0.693091386781703	1	0.521288598589116	1	1	1	1	0.675178901090896	1	0.720376805415389	0.715041158485134
ADH5	0.6901692954441	1	0.751107353855828	0.541637159394328	1	1	0.710361588238271	0	0.634723626525209	1	1	1	0.688064380277563	1	1	1	1	0.650726088500737	0.693919567581683	1	1	1	0.724233997105859	1	0.717279955886427	0.693395132172076	1	1	1	1	1	1	1	1	0.569308195369818	1	1	1	1	0.701108492318782	1	0.528652075984292	1	1	1	1	0.694597368131675	1	0.737892790984803	0.739955437421882
DNAJB14	0.712564160210625	1	1	0.558819199064124	1	1	0.71792502354717	0	0.639128233281183	1	1	1	0.69263667086455	1	1	1	1	0.664538656469017	0.6789855778353	1	1	1	0.736906076066343	1	0.719694511673292	0.697463790133795	1	1	1	1	1	1	1	1	0.576533753806299	1	1	1	1	0.70395656721085	1	0.531977801428304	1	1	1	1	0.702031614859275	1	0.744723397545287	0.749497408333537
H2AFZ	0.73414318049876	1	1	0.574267841017209	1	1	0.725719203343099	0	0.643906108292744	1	1	1	0.70039775193958	1	1	1	1	0.679274727107915	0.666693307898038	1	1	1	0.750798120427532	1	0.722538518723305	0.702084784905671	1	1	1	1	1	1	1	1	0.584611386055308	1	1	1	1	0.708108718267449	1	0.536579400126083	1	1	1	1	0.708411343597542	1	0.750389103301134	1
PPP3CA	1	1	1	0.588692978939604	1	1	0.732666543129832	0	0.64938416857655	1	1	1	0.708502988628448	1	1	1	1	0.695963759129575	0.652859251850501	1	1	1	1	1	0.726099593476326	0.707503647806757	1	1	1	1	1	1	1	1	0.591131226823724	1	1	1	1	0.712844701208121	1	0.540069163075536	1	1	1	1	0.715477037569346	1	1	1
UBE2D3	1	1	1	0.601486548716117	1	1	0.740678071378371	0	0.654574563398986	1	1	1	0.71745428488907	1	1	1	1	0.71405221024386	0.638577292470906	1	1	1	1	1	0.732088040551699	0.713592570303766	1	1	1	1	1	1	1.24104623205968	1	0.597186716237968	1	1	1	1	0.715813380847474	1	0.542221118484014	1	1	1	1	0.723427519804448	1	1	1
PPA2	1	1	1	0.637349939828824	1	1	1	0	0.664864809425922	1	1	1	0.732663078807454	1	1	1	1	0.745309953976941	0.611628573724044	1	1	1	1	1	0.744211780509607	0.727460534695771	1	1	1	1	1.24924491807038	1	1.26228374566341	1	0.605731724996404	1	1	1	1	0.724758795282423	1	0.546379011404517	1	1	1	1	0.737880353138264	1	1	1
RPL34	1	1	1	0.705214381404506	1	1	1	0	0.687752375647288	1	1	1	0.75206377065072	1	1	1	1	1	0.552959002550753	1	1	1	1	1	1	0.746605948088678	1	1	1	1	1.27117307385638	1	1.29829007210076	1	0.615957526181782	1	1	1	1	0.742058025677537	1	0.554104584324781	1	1	1	1	1	1	1	1
OSTC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASP6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UGT8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MGST2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARFIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLRG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PPID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DDX60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPCS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FRG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FDFT1	1	1.25772135766862	0.55288495498948	0.0764219178582191	0.582956238154352	1	1	0.41121690767913	0.449196313358932	0.665188297722646	1	0.454755068632325	0.684096112170507	1	0.627530009298929	1	1	0.57609059354005	0.474766725715166	0.411771299719106	1	0.229417059807508	0.715480074400405	0.602490682851083	1	1	0.568808794146257	0.448865244243393	0.719560137595099	1	1.31192708596267	0.717919637415641	0.62529978726961	0.601860855145184	1	0.384363436660138	1	0.486718883545534	1	0.234667828638484	0.635671008743765	1	0.614728759015305	0.729695163767902	1	1	1	0.311438558482975	0.716712055798066	1
CTSB	1	1.25835934843775	0.564640535303325	0.0967415113374868	0.589814626862298	1	1	0.421048476251893	0.461205154964626	0.679209980235528	1	0.468763648621795	0.702071552988751	1	0.641520144649525	1	1	0.594856132512616	0.491515598984862	0.422199859843846	1	0.24386794229081	0.738662688769054	0.607109788976074	1	1	0.586036552848126	0.46133782018879	0.724813341537709	1	1.31402084048031	0.726592104845264	0.64118935280017	0.611286780762693	1	0.401429186191487	1	0.503937291254925	1	0.251717308243161	0.649950509203308	1	0.620919223120243	0.743821520490986	1	1	1	0.333031035541788	0.730736939133899	1
ASAH1	1	1.26910384289167	0.604957656803732	0.162961873650609	0.612960243329166	1	1	0.463836463722468	0.492274839964901	0.717560405232334	1	0.509613584289871	1	1	0.678543227965735	1.25405534737041	1	0.657295653244181	0.549981489223399	0.457089570472844	1	0.292757499158109	1	0.629272740287941	1	1	0.630777678296504	0.509818721496337	0.741550747283627	1	1.32250273482161	1	0.697715433374854	0.646939966460484	1	0.456543476621235	1	0.558220810979608	1	0.305478244299064	0.703084270174134	1	0.644988241539485	1	1	1	1	0.404091067865881	1	1
ATP6V1B2	1	1.27058629612618	0.623613736132674	0.185152132467697	0.619210043040241	1	1	0.480302640311444	0.504411146592336	0.73340080270668	1	0.52028895540785	1	1	0.68767120789752	1.26201016354255	1	0.681217931023062	0.575812962555193	0.473315265698023	1	0.31449798542219	1	0.638287538484041	1	1	0.646930567426378	0.531220173679308	0.751826350934058	1	1.32202080928587	1	0.718270074587324	0.657306915146247	1	0.478457276012313	1	0.575525234175152	1	0.323817978516901	0.721347465194011	1	0.655189636265548	1	1	1	1	0.433373637049275	1	1
LEPROTL1	1	1.33317016850144	1	0.378742843661596	0.692975245947762	1	1	0.638826639193004	0.672098136294545	1	1	0.636996775813797	1	1	1	1.38505960388846	1	1	1	0.618643953021535	1	0.51110016265964	1	0.747646550730951	1	1	1	0.679216970670429	1	1	1.36769131138596	1	1	1	1	0.674257879151451	1	0.737689191245914	1	0.497093143405873	1	1	1	1	1	1	1	0.669600784278593	1	1
PROSC	1	1.37904080870547	1	0.427592330732648	0.739542320007648	1.27874446407977	1	0.688132669103197	0.738207519455486	1	1.23628192858336	0.681341796104088	1	1.2529409557226	1	1.43215209058243	1	1	1	0.677167211572028	1	0.578759991680833	1	1	1	1	1	0.733999690271908	1	1.24410815585027	1.40288711830973	1	1	1	1	0.741868766883073	1	1	1	0.568112003917596	1	1	1	1	1	1	1	0.748690169923682	1	1
LSM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF5P1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GOLGA7	1	1.51391346860577	1	0.576203230998812	1	1.43663631242519	1	1	1	1	1.39666770847763	1	1	1.42455348170185	1	1.5491401894588	1	1	1	1	1	1	1.39933000959254	1	1	1.29306447028696	1	1	1	1.3991000853304	1.48979322389449	1	1	1	1	1	1	1	1	1	1	1.38539834258238	1	1	1.28394108793808	1.29317619307413	1	1	1	1
FNTA	1	1.54433060623417	1	0.633345308510218	1	1.47719682684425	1.25397599230905	1	1	1	1.44905166641732	1	1.25159632738905	1.49146833359148	1	1.59583940830153	1	1	1	1	1	1	1.46382770887145	1	1.26389318482467	1.32856468790328	1	1	1	1.44338655333549	1.50592310767597	1	1	1	1.25564710847302	1	1	1	1	1	1	1.44559524774319	1	1	1.31522413678789	1.33049632670587	1.25857029994688	1	1	1
SNAI2	1.31805238980483	1.58769547447341	1	1	1	1.53088489687566	1.30660403469568	1	1	1	1.53117406656842	1	1.33014138794909	1.59774923165741	1	1.66885392930427	1	1.29147507517352	1	1	1.2528146479452	1	1.55831538677108	1	1.33058502384939	1.37754914185024	1.33747204503726	1	1	1.51192573140378	1.53983008440618	1	1.3117390129032	1	1.30327080436423	1	1	1	1.25930204089815	1	1	1.5428241524462	1	1	1.36271574043643	1.38931859082244	1.30132421012826	1	1.24931721890006	1
LYPLA1	1.41057131259187	1.63476038888607	1.26961892997564	1	1	1.58057173716227	1.35044150753438	1	1	1.2472417658628	1.61773371878753	1	1.39962226298018	1.72183154607394	1.34671259428156	1.73631669702797	1	1.39966609657988	1.33752696450494	1	1.30783190249284	1	1.64287009369583	1	1.38462908203689	1.41437183553776	1.47218017619712	1	1.24970868071712	1.57539089003502	1.57730087000762	1.27061003224146	1.38654240600771	1	1.38197242344703	1.26355892655126	1	1	1.32229570914104	1	1	1.6378756003886	1	1.27712094167402	1.41863771945588	1.44312115347925	1.3360832664705	1.31737526048535	1.31371254660463	1.25009672751862
CHCHD7	1.44834736601847	1.65541792728497	1.32288659019272	1	1	1.60633841263557	1.37225096077707	1	1	1.28417120616139	1.65079206364851	1	1.42877886880286	1.8121204818056	1.42169688594349	1.76777063563775	1	1.44431197361042	1.40137930202337	1	1.33562937519541	1.23711053271251	1.69691451931386	1	1.4111890239351	1.42609736850418	1.53561044277628	1.2872461782397	1.28902481144427	1.59611271909288	1.61149263489878	1.33426178079609	1.41895183062373	1.24094229649369	1.43523551314575	1.32710093197934	1.24312187749484	1.27047872011745	1.36134137274401	1	1.2477823612681	1.68120270348231	1.26965201757525	1.2998237926125	1.43521955626347	1.46531915370096	1.35162605364079	1.39090270777912	1.34027762304541	1.30044064519432
RAB2A	1.46845374971608	1.66198326185407	1.35487034901246	1	1.25491897577598	1.62961203268682	1.39011206037994	1	1.24294326268638	1.3088819545054	1.66824713980459	1	1.44710590509422	1.87422566504011	1.47159199590173	1.78916640727991	1	1.4754598451828	1.43580953530604	1	1.35362573129706	1.28813276240496	1.73040274858594	1	1.42658167950914	1.43229265770804	1.572777709077	1.32501356875741	1.3198133812369	1.60628920690843	1.64195913860145	1.37856203508627	1.43866422767908	1.27818684368505	1.46628630129022	1.37118615474331	1.25798008362239	1.30512375599866	1.38584034495898	1	1.27265915886362	1.71452392579976	1.30605497288267	1.31261911746746	1.44529071302933	1.48020690499436	1.36829467208523	1.44212816489075	1.36175914854666	1.3321858958996
TERF1	1.56913624729114	1.68671687325088	1.45978141756133	1	1.36466479043874	1.69860405818785	1.45597054656991	1.28370101657132	1.35151275498985	1.39602696625482	1.74122161312446	1	1.49395415098822	2	1.65065915442207	1.86150851153758	1	1.56851390841888	1.57244427841467	1.30767515761266	1.41491064969814	1.48432061805921	1.84455817836398	1	1.46527053509658	1.44014456464838	1.69444568883839	1.44217476456598	1.42957591992874	1.61547505786923	1.7255464756677	1.57580992215618	1.52014433735703	1.4279961285124	1.5852929207635	1.51461847469746	1.30564305287029	1.43817221123917	1.47413231676102	1.39081760608156	1.34310042324174	1.82438101085619	1.44691384047267	1.38175450155048	1.47905402940876	1.53004666690694	1.41666791536564	1.59189729417398	1.45967254410385	1.41809186750084
LY96	1.65166700978986	1.7430135561268	1.5324817440508	1.25196885812275	1.44083770376293	1.7253917705892	1.50654294106938	1.33681723742314	1.43174780860737	1.46639685955559	1.79887747435467	1.26795109441386	1.5375889659383	2	1.78693727468262	1.91695525962776	1.28357383211204	1.63591125102212	1.68650777333878	1.41948047525547	1.47540945850946	1.63033572421796	1.90270442213967	1.2664196456951	1.50954780899536	1.46832686602385	1.79601585207791	1.524554179788	1.49950212268911	1.62433547997644	1.76556710754684	1.71988873466853	1.59728941785621	1.52624443855839	1.70159986430176	1.61422374542522	1.35052044238117	1.53659338143597	1.51718688879835	1.47813724111028	1.3914948352727	1.88085372786457	1.5707764218997	1.43723034705023	1.53471657162076	1.57712922363114	1.46923087298469	1.67134037343318	1.52069466549063	1.47630946063205
MRPS28	1.68940818603814	1.77619051850172	1.56888231804767	1.28947210153624	1.48005146184495	1.73196985826326	1.53690986101502	1.36356004428658	1.4699291301304	1.50719299692481	1.82995737519666	1.30381260471227	1.56232803927123	2	1.8534524550015	1.93424412352184	1.30910290406823	1.66595641458542	1.73432865735292	1.46780385728485	1.50486002035201	1.69647762610604	1.92751450246941	1.30022682169747	1.5380122593952	1.49682418859477	1.8438934382655	1.56699107957909	1.5448686187301	1.64033092781077	1.78722394592658	1.78912507330031	1.63296250891313	1.57547933961329	1.75823087478236	1.65695418062254	1.37428044321625	1.57660769727547	1.54561554153363	1.51609404970378	1.42428278445755	1.8979356236385	1.62957435585037	1.46378905050434	1.5644923668708	1.60941224799564	1.49628474516098	1.70479145088067	1.5461834625118	1.51127889198184
ZFAND1	1.74534339014726	1.82660804300604	1.62155511467816	1.33285433839164	1.54730104386592	1.73602319090185	1.58011171243888	1.39959888317727	1.52475092482701	1.56169086134561	1.8664658044321	1.3514893954295	1.58712505003236	2	1.94475687498924	1.95914789795708	1.34070995897155	1.70111433507468	1.80652422187297	1.53835472967792	1.54670023355593	1.77853784418634	1.96729741583717	1.35390139561732	1.57187217053145	1.53832312035508	1.91458082230828	1.62568238460759	1.61655619336554	1.66053416848811	1.83454678269302	1.88260147180325	1.6886288944731	1.65542764568718	1.83013245962302	1.72441215049596	1.41060933870328	1.62931496213301	1.59292121461024	1.57065220815244	1.46418625352329	1.91774840217743	1.71539041899662	1.49357697224199	1.61855440289574	1.65710499108089	1.53598880527674	1.75774509285953	1.57261978420742	1.5594872994352
RMDN1	1.79919555626057	1.8766871976438	1.66578633725544	1.36509585198227	1.61350309154578	1.71945664404226	1.61539596361821	1.42373454491034	1.57297197073268	1.60553947489288	1.89150048250825	1.39856104812723	1.59468061276672	2	2	1.97170169237484	1.36968255016772	1.72057722948974	1.85189547221784	1.59377033870781	1.57983225286209	1.83193464320811	1.99583044441622	1.40310012685361	1.59823383560721	1.57431834112511	1.97006236625083	1.66632538200094	1.68062900195059	1.67252048415218	1.88318640532706	1.96176414325225	1.73056735782531	1.72225222753771	1.90433707222413	1.7881144345956	1.44093195211815	1.67411354428042	1.64276203581678	1.60910716439479	1.49325281354558	1.92343528395453	1.79113764677956	1.51579684902152	1.65207305506006	1.70146417880565	1.57214920034042	1.79555105823859	1.58872292769249	1.60497121149073
CPNE3	1.81559938714357	1.88733584948522	1.67840737051708	1.37070554947513	1.63521644498098	1.71336302168111	1.62599716691166	1.42853378851711	1.58420370323948	1.61497885827749	1.89746123557802	1.41202550488551	1.59628800809044	2	2	1.97166516826679	1.37955580901829	1.72552885534003	1.86425192216954	1.61024267850857	1.5878390058532	1.84310025049672	2	1.41842863692584	1.60565071239532	1.58591584772522	1.98423377165561	1.68069272103369	1.700519558234	1.6757757141797	1.90198572909339	1.98477588375051	1.74253878469205	1.74308418088389	1.9270069333111	1.80659066905468	1.44951811356446	1.68623606441397	1.65792864166671	1.61781017345501	1.50353879694855	1.92236785830646	1.81325125737591	1.5193236211954	1.66494241133973	1.71616757833171	1.58187361611676	1.80389353979323	1.58952496927024	1.61952715117024
DECR1	1.84196356286165	1.90582122877593	1.69900831829682	1.379458633869	1.67589691865437	1.69288414816547	1.64291453836082	1.43650445313978	1.60351272031597	1.6333096956782	1.9050669075367	1.43547104596644	1.59398697495483	2	2	1.97022171238748	1.39322619988899	1.74038644785511	1.88631395279604	1.63903830659831	1.5996554166214	1.86277770313535	2	1.44367707307183	1.61275090713293	1.60360905146307	2	1.70738184207497	1.73402422840615	1.67775064454731	1.93810310644126	2	1.766778727562	1.78041675942287	1.96589224172638	1.83713746317302	1.46255300389259	1.70922656750331	1.69138495642117	1.63339656245299	1.52031041210763	1.9193246665093	1.85376060268306	1.53116855004619	1.68567917154794	1.74170684778383	1.59818401043149	1.81492399540305	1.58606936397227	1.64792956539492
UQCRB	1.85859069211533	1.92033434848421	1.71037474408496	1.38495049721664	1.70579254827348	1.67272456207213	1.65301811676277	1.43690073741375	1.61527136576882	1.64045780252012	1.89803743114799	1.45366476147732	1.58482256079221	2	2	1.95940351195695	1.39973118614703	1.74767978972274	1.89872650958542	1.65724049046721	1.60458064226377	1.88059123289279	2	1.46038276102614	1.61049951525892	1.61467415877603	2	1.72964126654845	1.76340788007783	1.67183800078546	1.96766873574814	2	1.78171305659062	1.80843027416206	1.99608530605934	1.86396993809522	1.46853364498887	1.72474297951356	1.71176981188144	1.63757017566226	1.53088769037472	1.91442404331014	1.88355751654455	1.54489896811188	1.69503372139539	1.75625925208827	1.60727339536223	1.81908475602093	1.57154235793473	1.66512979126545
CPQ	1.88068770438088	1.92315845342062	1.72081780838546	1.39645276835278	1.74140834853925	1.63535106730366	1.66024630260594	1.43618280691694	1.62495743404025	1.6464237188051	1.86957810916936	1.4754201913697	1.56929822986441	2	2	1.93108618336596	1.40126573590487	1.75390328600747	1.90973672414964	1.67322362210605	1.60201662549253	1.89380075553112	2	1.48036477661934	1.60118587248817	1.62646252912568	2	1.75656852762865	1.80708134181265	1.64876275888019	2	2	1.78822433625069	1.84394418984231	2	1.89231406540744	1.47121304191967	1.74033287282007	1.72730261643022	1.63181809173994	1.54067242610218	1.8970606106136	1.91188747869958	1.57113617534042	1.70654258290899	1.76885911111053	1.6145365045535	1.82225586815695	1.54726246061705	1.68003238730044
MTDH	1.88926319479924	1.91751333133253	1.72154741800071	1.3997707155056	1.74879473421077	1.6217785094258	1.66350851143982	1.43426993141666	1.62863636877609	1.65044807007041	1.85838568886207	1.48157507273242	1.56572347375484	2	2	1.92305703056522	1.40339450751019	1.75971825508024	1.91377231039358	1.6799862756733	1.59939115159016	1.89813478817664	2	1.48847094775531	1.59557785660849	1.63025035003295	2	1.76231538299493	1.82374535836836	1.64160381939943	2	2	1.79049886108597	1.85822308985956	2	1.90247682876374	1.47098505018185	1.7440671692148	1.73304833747273	1.63045302277642	1.54380623537543	1.89028968516789	1.92031157849353	1.58107111761354	1.70913229111768	1.77182784698555	1.61457600223917	1.82155622540101	1.54127080692419	1.68510500190829
LAPTM4B	1.89847924258443	1.91021790596217	1.72190537986	1.40326332295257	1.75603737949388	1.60851680826489	1.66721362340433	1.43275009482594	1.63260078805667	1.65475928318532	1.84632214377392	1.48816492106569	1.56400571333219	2	2	1.91675388557429	1.40674581828202	1.76582760102732	1.91420198645963	1.6870279264333	1.59740470499716	1.90274090767878	1.99847783389181	1.49641781414949	1.59053436296104	1.63367495065816	2	1.76840489745431	1.83885374945085	1.63495534946015	2	2	1.79327201543372	1.87302234461212	2	1.91026640990506	1.4709498218219	1.74779653491383	1.73950919376402	1.62919352061087	1.54619256210461	1.88417890447699	1.92911977100689	1.58944533250479	1.71218226005503	1.77444712381504	1.61482596728388	1.82239499229922	1.53375939756626	1.68970733429038
